INCIDENT,PENALTY,VICTIM,SCORE,LOCATION,COUNTRY,DATE,WHEN,MOON_NIGHT_BEFORE
spit in the face,yellow card,midfielder,Winning,his team penalty area,Netherlands,2012-05-06,46,Half
scratch,None,referee,Draw at a time,his team penalty area,Netherlands,2012-05-13,28,Full
finger in the eye,None,None,Losing,his team penalty area,Netherlands,2012-05-18,6,Half
kick in the butt,Red Card,goalkeeper,Winning,his team penalty area,Netherlands,2012-05-24,9,Half
scratch,Not Caught,spectator,Draw at a time,off field,Netherlands,2012-05-24,28,No Moon
kick in the butt,Red Card,goalkeeper,Winning,midfield,Uruguay,2012-06-04,39,Full
kick in the butt,Red Card,forward,Draw at a time,midfield,Netherlands,2012-06-06,68,No Moon
headbutt,Red Card,None,Draw at a time,off field,England,2012-06-07,48,Half
none,None,None,Winning,No location,Uruguay,2012-06-08,90,No Moon
none,None,None,Winning,No location,Netherlands,2012-06-12,90,No Moon
scratch,Yellow card,defender,Draw at a time,his team penalty area,Uruguay,2012-06-14,80,No Moon
chestbutt,Not Caught,spectator,Draw at a time,off field,England,2012-06-20,52,Full
finger in the eye,Yellow card,forward,Losing,midfield,Netherlands,2012-06-20,19,No Moon
bite,Not Caught,referee,Winning,midfield,England,2012-06-30,87,No Moon
none,None,None,Winning,No location,England,2012-07-02,90,Full
finger in the eye,Yellow card,spectator,Winning,off field,England,2012-07-04,66,No Moon
none,None,None,Winning,No location,England,2012-07-09,90,Full
scratch,Yellow card,referee,Draw at a time,off field,England,2012-07-22,13,Full
headbutt,Suspended for several games,defender,Winning,midfield,Uruguay,2012-07-23,83,Half
none,None,None,Winning,No location,England,2012-07-23,90,No Moon
finger in the eye,Not Caught,forward,Winning,off field,England,2012-07-24,88,Full
scratch,Not Caught,journalist,Winning,off field,Uruguay,2012-07-31,49,Full
none,None,None,Winning,No location,Uruguay,2012-07-31,90,Full
none,None,None,Winning,No location,England,2012-08-02,90,No Moon
spit in the face,yellow card,referee,Draw at a time,opponent team penalty area,Uruguay,2012-08-04,36,No Moon
kick in the butt,Suspended for several games,journalist,Draw at a time,off field,Netherlands,2012-08-09,21,No Moon
headbutt,Suspended for several games,defender,Winning,his team penalty area,Uruguay,2012-08-10,82,Half
kick in the butt,Red Card,defender,Losing,opponent team penalty area,Netherlands,2012-08-13,89,Half
none,None,None,Winning,No location,England,2012-08-14,90,Half
spit in the face,yellow card,referee,Losing,midfield,Uruguay,2012-08-15,77,Half
none,None,None,Winning,No location,England,2012-08-15,90,Full
none,None,None,Winning,No location,Uruguay,2012-08-23,90,Half
finger in the eye,Yellow card,midfielder,Winning,off field,Netherlands,2012-08-25,4,Full
finger in the eye,Not Caught,defender,Draw at a time,midfield,Netherlands,2012-08-28,29,Full
none,None,None,Winning,No location,England,2012-08-29,90,Half
bite,Yellow card,forward,Winning,midfield,Uruguay,2012-09-02,2,No Moon
chestbutt,Yellow card,journalist,Draw at a time,off field,England,2012-09-08,46,Full
finger in the eye,Red Card,None,Draw at a time,off field,Uruguay,2012-09-10,57,Half
none,None,None,Winning,No location,Uruguay,2012-09-11,90,Full
bite,Not Caught,forward,Draw at a time,his team penalty area,England,2012-09-15,80,Full
none,None,None,Winning,No location,Netherlands,2012-09-21,90,Half
headbutt,Not Caught,journalist,Winning,off field,England,2012-09-23,4,No Moon
none,None,None,Winning,No location,Uruguay,2012-09-26,90,No Moon
headbutt,None,defender,Winning,off field,England,2012-10-10,59,Half
spit in the face,yellow card,spectator,Draw at a time,off field,Netherlands,2012-10-26,58,Full
kick in the butt,Suspended for several games,spectator,Draw at a time,off field,England,2012-10-28,81,Half
bite,Yellow card,goalkeeper,Draw at a time,opponent team penalty area,Uruguay,2012-11-06,85,Half
scratch,Yellow card,goalkeeper,Winning,off field,Uruguay,2012-11-12,54,Full
bite,Suspended for several games,journalist,Losing,off field,Uruguay,2012-11-13,29,No Moon
none,None,None,Winning,No location,Netherlands,2012-11-19,90,Half
finger in the eye,Suspended for several games,spectator,Losing,off field,England,2012-11-21,44,Full
kick in the butt,Not Caught,defender,Draw at a time,opponent team penalty area,Netherlands,2012-11-25,66,Full
finger in the eye,Suspended for several games,goalkeeper,Winning,midfield,Netherlands,2012-12-02,26,Full
chestbutt,Suspended for several games,goalkeeper,Draw at a time,midfield,Netherlands,2012-12-02,86,No Moon
scratch,Yellow card,goalkeeper,Winning,his team penalty area,Netherlands,2012-12-05,90,Full
kick in the butt,Suspended for several games,None,Draw at a time,midfield,Uruguay,2012-12-06,27,Full
none,None,None,Winning,No location,Netherlands,2012-12-08,90,Half
scratch,Not Caught,forward,Losing,midfield,England,2012-12-09,39,Half
spit in the face,yellow card,journalist,Winning,off field,Netherlands,2012-12-09,88,Half
bite,Suspended for several games,midfielder,Draw at a time,off field,England,2012-12-13,82,Full
none,None,None,Winning,No location,Uruguay,2012-12-13,90,No Moon
headbutt,Yellow card,forward,Draw at a time,his team penalty area,Netherlands,2012-12-29,46,No Moon
headbutt,Suspended for several games,goalkeeper,Winning,his team penalty area,Uruguay,2013-01-07,64,Half
bite,Suspended for several games,referee,Winning,his team penalty area,England,2013-01-13,81,Full
none,None,None,Winning,No location,Netherlands,2013-01-16,90,Full
bite,None,spectator,Losing,off field,England,2013-01-21,83,Half
kick in the butt,Yellow card,midfielder,Draw at a time,opponent team penalty area,Uruguay,2013-01-21,11,Full
spit in the face,yellow card,defender,Winning,off field,England,2013-01-23,36,Half
spit in the face,yellow card,midfielder,Winning,opponent team penalty area,England,2013-01-27,70,Half
bite,Suspended for several games,None,Losing,his team penalty area,Uruguay,2013-01-28,21,No Moon
kick in the butt,Red Card,midfielder,Winning,midfield,Uruguay,2013-01-28,71,No Moon
chestbutt,Yellow card,journalist,Winning,off field,England,2013-02-05,13,Full
finger in the eye,Suspended for several games,spectator,Draw at a time,off field,Uruguay,2013-02-07,3,No Moon
bite,Red Card,midfielder,Winning,his team penalty area,Uruguay,2013-02-11,88,Half
none,None,None,Winning,No location,Netherlands,2013-02-11,90,Full
finger in the eye,Suspended for several games,forward,Draw at a time,off field,England,2013-02-12,59,No Moon
headbutt,Yellow card,forward,Winning,his team penalty area,England,2013-02-20,19,Full
none,None,None,Winning,No location,Netherlands,2013-02-27,90,No Moon
kick in the butt,Red Card,referee,Losing,off field,Netherlands,2013-02-27,23,Full
none,None,None,Winning,No location,Uruguay,2013-03-06,90,Full
scratch,Red Card,goalkeeper,Draw at a time,midfield,England,2013-03-18,31,No Moon
kick in the butt,Red Card,goalkeeper,Winning,off field,Netherlands,2013-03-24,89,Full
headbutt,Suspended for several games,spectator,Winning,off field,Netherlands,2013-03-24,57,Full
bite,Suspended for several games,defender,Draw at a time,opponent team penalty area,Uruguay,2013-03-27,37,Half
bite,Not Caught,journalist,Winning,off field,Netherlands,2013-03-28,82,Half
finger in the eye,Suspended for several games,spectator,Winning,off field,Netherlands,2013-03-30,62,Half
finger in the eye,Not Caught,spectator,Winning,off field,England,2013-03-30,71,Full
finger in the eye,Yellow card,journalist,Draw at a time,off field,England,2013-04-03,40,Full
none,None,None,Winning,No location,England,2013-04-12,90,No Moon
kick in the butt,None,journalist,Winning,off field,Netherlands,2013-04-18,16,Full
bite,Yellow card,journalist,Losing,off field,Uruguay,2013-04-23,87,Half
finger in the eye,Red Card,midfielder,Winning,midfield,Uruguay,2013-04-24,15,Half
scratch,Not Caught,goalkeeper,Winning,opponent team penalty area,Netherlands,2013-05-02,72,No Moon
bite,Red Card,goalkeeper,Losing,his team penalty area,Netherlands,2013-05-06,88,Full
none,None,None,Winning,No location,Netherlands,2013-05-07,90,Half
scratch,Suspended for several games,referee,Losing,his team penalty area,Uruguay,2013-05-08,83,Full
bite,Yellow card,forward,Draw at a time,off field,Uruguay,2013-05-14,38,Full
finger in the eye,Yellow card,referee,Losing,opponent team penalty area,Uruguay,2013-05-17,56,Half
bite,Red Card,defender,Winning,his team penalty area,Uruguay,2013-05-20,62,No Moon
headbutt,Yellow card,None,Draw at a time,off field,Uruguay,2013-05-27,21,Full
none,None,None,Winning,No location,Uruguay,2013-06-15,90,Full
none,None,None,Winning,No location,Uruguay,2013-06-20,90,Half
scratch,Yellow card,journalist,Losing,off field,Netherlands,2013-06-22,54,No Moon
finger in the eye,Suspended for several games,journalist,Draw at a time,off field,England,2013-06-22,51,No Moon
headbutt,Suspended for several games,spectator,Winning,off field,Netherlands,2013-06-24,51,Full
scratch,Red Card,goalkeeper,Losing,opponent team penalty area,England,2013-06-30,11,No Moon
finger in the eye,Yellow card,referee,Losing,opponent team penalty area,Uruguay,2013-07-08,3,No Moon
chestbutt,Red Card,midfielder,Losing,opponent team penalty area,Netherlands,2013-07-14,67,Half
kick in the butt,Suspended for several games,journalist,Draw at a time,off field,Netherlands,2013-07-20,74,Full
finger in the eye,Red Card,spectator,Draw at a time,off field,England,2013-07-25,81,Full
kick in the butt,None,journalist,Draw at a time,off field,Uruguay,2013-07-26,29,No Moon
none,None,None,Winning,No location,Uruguay,2013-07-31,90,Half
none,None,None,Winning,No location,Uruguay,2013-08-01,90,Half
chestbutt,Red Card,journalist,Losing,off field,England,2013-08-02,18,Half
bite,Red Card,spectator,Winning,off field,Uruguay,2013-08-03,10,No Moon
none,None,None,Winning,No location,Uruguay,2013-08-08,90,Full
finger in the eye,Suspended for several games,forward,Winning,his team penalty area,England,2013-08-13,83,No Moon
chestbutt,Yellow card,journalist,Draw at a time,off field,Netherlands,2013-08-18,9,Half
headbutt,Red Card,forward,Draw at a time,off field,England,2013-08-19,52,Half
bite,Red Card,defender,Winning,opponent team penalty area,Netherlands,2013-09-06,87,Half
headbutt,Suspended for several games,defender,Winning,midfield,Netherlands,2013-09-07,3,Half
chestbutt,Not Caught,spectator,Winning,off field,Netherlands,2013-09-10,55,No Moon
spit in the face,yellow card,journalist,Winning,off field,England,2013-09-15,41,Full
finger in the eye,Yellow card,None,Losing,off field,England,2013-09-16,61,Full
headbutt,Not Caught,spectator,Draw at a time,off field,Netherlands,2013-09-23,64,Full
none,None,None,Winning,No location,England,2013-09-27,90,Full
none,None,None,Winning,No location,Netherlands,2013-09-30,90,Full
finger in the eye,Yellow card,midfielder,Draw at a time,opponent team penalty area,Netherlands,2013-10-03,43,Half
kick in the butt,Red Card,goalkeeper,Winning,off field,England,2013-10-05,59,Half
chestbutt,Yellow card,goalkeeper,Winning,opponent team penalty area,England,2013-10-12,46,Full
bite,Suspended for several games,journalist,Losing,off field,Netherlands,2013-10-17,82,Full
scratch,Not Caught,None,Draw at a time,midfield,Uruguay,2013-10-17,89,Half
scratch,Yellow card,referee,Draw at a time,opponent team penalty area,Netherlands,2013-11-05,87,Full
kick in the butt,Not Caught,referee,Draw at a time,off field,Netherlands,2013-11-05,18,Half
finger in the eye,Suspended for several games,midfielder,Winning,off field,Netherlands,2013-11-07,37,Half
scratch,Not Caught,spectator,Winning,off field,Netherlands,2013-11-10,59,Half
none,None,None,Winning,No location,England,2013-11-14,90,Full
spit in the face,yellow card,goalkeeper,Winning,opponent team penalty area,Netherlands,2013-11-15,72,No Moon
spit in the face,yellow card,referee,Draw at a time,off field,England,2013-11-16,21,Full
none,None,None,Winning,No location,Uruguay,2013-11-17,90,Full
finger in the eye,Not Caught,midfielder,Losing,off field,England,2013-11-24,81,Full
kick in the butt,Yellow card,referee,Losing,opponent team penalty area,England,2013-11-30,50,Half
kick in the butt,Yellow card,None,Draw at a time,off field,Netherlands,2013-12-01,49,No Moon
kick in the butt,Suspended for several games,journalist,Draw at a time,off field,Netherlands,2013-12-05,31,Full
none,None,None,Winning,No location,England,2013-12-09,90,No Moon
bite,Yellow card,spectator,Draw at a time,off field,England,2013-12-09,88,No Moon
kick in the butt,Red Card,forward,Draw at a time,opponent team penalty area,England,2013-12-10,28,Full
spit in the face,yellow card,None,Draw at a time,opponent team penalty area,England,2013-12-14,37,Half
scratch,None,None,Losing,his team penalty area,England,2013-12-15,40,Full
kick in the butt,None,defender,Losing,midfield,Netherlands,2013-12-23,89,Half
none,None,None,Winning,No location,Uruguay,2013-12-27,90,No Moon
finger in the eye,None,None,Draw at a time,his team penalty area,Uruguay,2013-12-27,25,Half
spit in the face,yellow card,journalist,Winning,off field,Uruguay,2014-01-01,36,Half
headbutt,Yellow card,defender,Winning,midfield,England,2014-01-08,32,No Moon
bite,Suspended for several games,midfielder,Draw at a time,opponent team penalty area,Netherlands,2014-01-18,87,Full
spit in the face,yellow card,midfielder,Losing,off field,Uruguay,2014-01-21,24,Full
scratch,Suspended for several games,referee,Draw at a time,off field,England,2014-01-30,37,No Moon
kick in the butt,Not Caught,spectator,Draw at a time,off field,Uruguay,2014-02-01,19,Half
finger in the eye,Not Caught,goalkeeper,Winning,midfield,England,2014-02-03,30,Half
bite,Not Caught,defender,Losing,off field,Uruguay,2014-02-07,47,Half
none,None,None,Winning,No location,England,2014-02-07,90,Full
bite,None,journalist,Losing,off field,Netherlands,2014-02-24,83,Half
headbutt,Suspended for several games,forward,Winning,opponent team penalty area,England,2014-02-28,35,Half
headbutt,Not Caught,spectator,Winning,off field,Netherlands,2014-03-01,68,No Moon
bite,Not Caught,referee,Draw at a time,opponent team penalty area,England,2014-03-02,81,Half
none,None,None,Winning,No location,Netherlands,2014-03-05,90,Half
chestbutt,Red Card,journalist,Losing,off field,England,2014-03-08,85,Full
finger in the eye,Not Caught,spectator,Winning,off field,Uruguay,2014-03-19,58,Half
scratch,Not Caught,defender,Losing,off field,Netherlands,2014-03-23,75,No Moon
headbutt,Yellow card,journalist,Losing,off field,Netherlands,2014-03-25,38,Full
scratch,Yellow card,goalkeeper,Winning,his team penalty area,Uruguay,2014-03-31,74,Half
kick in the butt,Not Caught,journalist,Draw at a time,off field,England,2014-03-31,58,No Moon
finger in the eye,Red Card,goalkeeper,Losing,midfield,Uruguay,2014-04-01,8,Half
scratch,Yellow card,referee,Draw at a time,his team penalty area,Uruguay,2014-04-01,89,Full
scratch,Yellow card,forward,Winning,opponent team penalty area,England,2014-04-04,59,No Moon
scratch,Not Caught,forward,Winning,off field,Netherlands,2014-04-08,86,Full
kick in the butt,Not Caught,midfielder,Draw at a time,opponent team penalty area,England,2014-04-08,5,Full
finger in the eye,Red Card,spectator,Losing,off field,Netherlands,2014-04-22,16,Half
bite,Red Card,forward,Losing,opponent team penalty area,Netherlands,2014-04-26,88,Half
kick in the butt,Red Card,midfielder,Losing,midfield,Uruguay,2014-04-26,39,No Moon
finger in the eye,Yellow card,referee,Winning,midfield,England,2014-04-28,72,Half
spit in the face,yellow card,defender,Draw at a time,opponent team penalty area,Uruguay,2014-04-29,70,No Moon
kick in the butt,Yellow card,forward,Draw at a time,opponent team penalty area,Uruguay,2014-05-02,53,No Moon
none,None,None,Winning,No location,Uruguay,2014-05-05,90,Half
bite,Suspended for several games,None,Losing,opponent team penalty area,Netherlands,2014-05-05,87,Half
